"BUL_ID","FROMDATE","TODATE","CONSUMPTION"
"23008009754","1398/05/13","1398/07/07","313"
"23008009754","1398/02/12","1398/05/13","365"
"23008009754","1397/10/04","1398/02/12","3031"
"23008009754","1397/08/14","1397/10/04","1392"
"23008009754","1397/06/03","1397/08/14","400"
"23008009754","1397/05/14","1397/06/03","79"
"23008009754","1397/03/28","1397/05/14","190"
"23008009754","1397/01/27","1397/03/28","678"
"23008009754","1396/12/01","1397/01/27","1367"
"23008348945","1399/03/25","1399/05/06","70"
"23008348945","1399/02/08","1399/03/25","469"
"23008348945","1398/12/20","1399/02/08","226"
"23008348945","1398/11/05","1398/12/20","550"
"23008348945","1398/09/20","1398/11/05","550"
"23008348945","1398/08/08","1398/09/20","380"
"23008348945","1398/06/21","1398/08/08","100"
"23008348945","1398/05/07","1398/06/21","30"
"23008348945","1398/03/22","1398/05/07","15"
"23008348945","1398/01/30","1398/03/22","75"
"23008348945","1397/12/12","1398/01/30","145"
"23008348945","1397/11/07","1397/12/12","300"
"23008348945","1397/09/19","1397/11/07","255"
"23008348945","1397/08/07","1397/09/19","0"
"23008348945","1397/06/19","1397/08/07","85"
"23008348945","1397/05/09","1397/06/19","35"
"23008348945","1397/03/24","1397/05/09","45"
"23008348945","1397/02/13","1397/03/24","65"
"23008348945","1397/01/23","1397/02/13","106"
"23008348945","1396/12/08","1397/01/23","253"
"23008350206","1399/03/25","1399/05/06","30"
"23008350206","1399/02/08","1399/03/25","210"
"23008350206","1398/12/20","1399/02/08","175"
"23008350206","1398/11/05","1398/12/20","310"
"23008350206","1398/09/20","1398/11/05","395"
"23008350206","1398/08/08","1398/09/20","285"
"23008350206","1398/06/21","1398/08/08","90"
"23008350206","1398/05/07","1398/06/21","50"
"23008350206","1398/03/22","1398/05/07","45"
"23008350206","1398/01/30","1398/03/22","150"
"23008350206","1397/12/12","1398/01/30","160"
"23008350206","1397/11/07","1397/12/12","145"
"23008350206","1397/09/19","1397/11/07","315"
"23008350206","1397/08/07","1397/09/19","275"
"23008350206","1397/06/19","1397/08/07","155"
"23008350206","1397/05/09","1397/06/19","30"
"23008350206","1397/03/24","1397/05/09","40"
"23008350206","1397/02/13","1397/03/24","90"
"23008350206","1397/01/23","1397/02/13","86"
"23008350206","1396/12/08","1397/01/23","144"
"23008347004","1399/03/25","1399/05/06","135"
"23008347004","1399/02/08","1399/03/25","344"
"23008347004","1398/12/20","1399/02/08","396"
"23008347004","1398/11/05","1398/12/20","675"
"23008347004","1398/09/20","1398/11/05","645"
"23008347004","1398/08/08","1398/09/20","485"
"23008347004","1398/06/21","1398/08/08","235"
"23008347004","1398/05/07","1398/06/21","105"
"23008347004","1398/03/22","1398/05/07","85"
"23008347004","1398/01/30","1398/03/22","240"
"23008347004","1397/12/12","1398/01/30","385"
"23008347004","1397/11/07","1397/12/12","505"
"23008347004","1397/09/19","1397/11/07","720"
"23008347004","1397/08/07","1397/09/19","465"
"23008347004","1397/06/19","1397/08/07","210"
"23008347004","1397/05/09","1397/06/19","70"
"23008347004","1397/03/24","1397/05/09","75"
"23008347004","1397/02/13","1397/03/24","120"
"23008347004","1397/01/23","1397/02/13","154"
"23008347004","1396/12/08","1397/01/23","342"
"23008416602","1399/03/24","1399/05/07","148"
"23008416602","1399/02/08","1399/03/24","337"
"23008416602","1398/12/21","1399/02/08","648"
"23008416602","1398/11/06","1398/12/21","1000"
"23008416602","1398/09/20","1398/11/06","990"
"23008416602","1398/08/08","1398/09/20","730"
"23008416602","1398/05/08","1398/08/08","440"
"23008416602","1398/03/25","1398/05/08","140"
"23008416602","1398/02/05","1398/03/25","280"
"23008416602","1397/12/15","1398/02/05","795"
"23008416602","1397/11/08","1397/12/15","756"
"23008416602","1397/09/21","1397/11/08","989"
"23008416602","1397/08/10","1397/09/21","675"
"23008416602","1397/06/21","1397/08/10","290"
"23008416602","1397/05/13","1397/06/21","135"
"23008416602","1397/03/28","1397/05/13","115"
"23008416602","1397/02/16","1397/03/28","175"
"23008416602","1397/01/27","1397/02/16","218"
"23008416602","1396/12/16","1397/01/27","452"
"23008964589","1399/02/08","1399/05/06","298"
"23008964589","1398/12/20","1399/02/08","442"
"23008964589","1398/11/05","1398/12/20","585"
"23008964589","1398/09/20","1398/11/05","570"
"23008964589","1398/08/08","1398/09/20","425"
"23008964589","1398/06/23","1398/08/08","215"
"23008964589","1398/05/07","1398/06/23","75"
"23008964589","1398/03/22","1398/05/07","40"
"23008964589","1398/02/05","1398/03/22","130"
"23008964589","1397/12/13","1398/02/05","540"
"23008964589","1397/11/07","1397/12/13","430"
"23008964589","1397/09/20","1397/11/07","570"
"23008964589","1397/08/09","1397/09/20","385"
"23008964589","1397/06/20","1397/08/09","207"
"23008964589","1397/05/11","1397/06/20","48"
"23008964589","1397/03/27","1397/05/11","55"
"23008964589","1397/02/15","1397/03/27","155"
"23008964589","1397/01/27","1397/02/15","136"
"23008964589","1396/12/17","1397/01/27","343"
"23008914056","1399/03/25","1399/05/07","0"
"23008914056","1399/02/08","1399/03/25","0"
